sat1_id,sat1_name,sat2_id,sat2_name,miss_distance_km,relative_velocity_km_s,bstar_1,bstar_2,target_risk_score
81102,OBJECT_81102,37474,OBJECT_37474,1373.1395,6.4106,0.0014501,0.00099116,0.0002
81102,OBJECT_81102,81792,OBJECT_81792,1422.1934,12.8585,0.0014501,0.00033629,0.0002
81102,OBJECT_81102,82205,OBJECT_82205,1856.4078,13.4259,0.0014501,0.00038023,0.0002
81102,OBJECT_81102,30174,OBJECT_30174,364.9195,8.297,0.0014501,0.003454,0.0002
81102,OBJECT_81102,39546,OBJECT_39546,840.2765,11.6587,0.0014501,0.00050575,0.0002
81102,OBJECT_81102,36385,OBJECT_36385,2707.7909,9.5066,0.0014501,0.0016166,0.0002
81102,OBJECT_81102,30606,OBJECT_30606,843.268,15.4336,0.0014501,0.0005644900000000001,0.0002
81102,OBJECT_81102,35043,OBJECT_35043,689.5786,14.4701,0.0014501,0.0022700000000000003,0.0002
81102,OBJECT_81102,38197,OBJECT_38197,483.9666,12.7444,0.0014501,0.0010569000000000002,0.0002
81102,OBJECT_81102,46990,OBJECT_46990,600.5002,7.3979,0.0014501,0.0022282,0.0002
81102,OBJECT_81102,31540,OBJECT_31540,1427.7552,8.1183,0.0014501,0.0004648,0.0002
81102,OBJECT_81102,30259,OBJECT_30259,1082.4529,6.2469,0.0014501,0.00014815,0.0001
81102,OBJECT_81102,34884,OBJECT_34884,292.7092,14.3805,0.0014501,0.0016679,0.0002
38341,OBJECT_38341,81102,OBJECT_81102,3020.228,13.6978,0.00018146000000000001,0.0014501,0.0002
81102,OBJECT_81102,81366,OBJECT_81366,5005.2079,10.6785,0.0014501,0.00023726000000000002,0.0002
81102,OBJECT_81102,29815,OBJECT_29815,341.6406,15.3951,0.0014501,0.00057834,0.0002
81102,OBJECT_81102,31837,OBJECT_31837,631.3934,14.1043,0.0014501,0.00043296000000000003,0.0002
81102,OBJECT_81102,81615,OBJECT_81615,4541.252,11.8746,0.0014501,0.0011314,0.0002
81102,OBJECT_81102,38146,OBJECT_38146,2538.641,13.5731,0.0014501,0.00054693,0.0002
81102,OBJECT_81102,33665,OBJECT_33665,175.6928,12.8862,0.0014501,0.0008455200000000001,0.0002
81102,OBJECT_81102,81845,OBJECT_81845,2723.3102,8.6717,0.0014501,0.00025022,0.0002
81102,OBJECT_81102,34316,OBJECT_34316,1453.9345,10.2001,0.0014501,0.0010921000000000001,0.0002
81102,OBJECT_81102,30450,OBJECT_30450,712.5731,15.5052,0.0014501,0.0003553,0.0002
81102,OBJECT_81102,30437,OBJECT_30437,1403.4915,14.2629,0.0014501,0.0021643,0.0002
81102,OBJECT_81102,30247,OBJECT_30247,1469.6757,8.9603,0.0014501,0.0014431,0.0002
81102,OBJECT_81102,87553,OBJECT_87553,4352.9591,6.0109,0.0014501,0.0007655,0.0002
81102,OBJECT_81102,34091,OBJECT_34091,1482.5787,13.443,0.0014501,0.0025280000000000003,0.0002
81102,OBJECT_81102,31666,OBJECT_31666,1505.6818,8.8267,0.0014501,0.0025168,0.0002
81102,OBJECT_81102,87051,OBJECT_87051,6083.1195,11.0411,0.0014501,0.00020499,0.0002
81102,OBJECT_81102,37017,OBJECT_37017,906.5652,12.1083,0.0014501,0.0010712,0.0002
16496,OBJECT_16496,81102,OBJECT_81102,3037.8537,4.9212,4.885900000000001e-05,0.0014501,0.0001
28499,OBJECT_28499,81102,OBJECT_81102,3247.1714,9.4602,9.561900000000001e-05,0.0014501,0.0002
81102,OBJECT_81102,30887,OBJECT_30887,1051.984,14.5098,0.0014501,0.00027534,0.0002
81102,OBJECT_81102,31644,OBJECT_31644,2731.4845,7.8775,0.0014501,0.00037379000000000004,0.0002
81102,OBJECT_81102,81864,OBJECT_81864,2309.5432,10.143,0.0014501,0.00015333,0.0001
81102,OBJECT_81102,31780,OBJECT_31780,1926.5323,8.0128,0.0014501,0.00016883000000000002,0.0001
81102,OBJECT_81102,81406,OBJECT_81406,292.7898,11.8857,0.0014501,0.00040519,0.0002
81102,OBJECT_81102,81921,OBJECT_81921,1869.9897,10.9018,0.0014501,0.00053989,0.0002
81102,OBJECT_81102,37444,OBJECT_37444,84.5753,13.4433,0.0014501,0.00015762000000000003,0.0001
81102,OBJECT_81102,31893,OBJECT_31893,2139.4892,14.68,0.0014501,0.00013986,0.0001
21422,OBJECT_21422,81102,OBJECT_81102,842.4665,14.6164,9.481000000000001e-05,0.0014501,0.0001
81102,OBJECT_81102,31805,OBJECT_31805,1725.2165,12.9422,0.0014501,0.0006592,0.0002
81102,OBJECT_81102,31202,OBJECT_31202,1216.247,15.3035,0.0014501,0.0007293,0.0002
81102,OBJECT_81102,37975,OBJECT_37975,230.8892,9.9855,0.0014501,0.0023263,0.0002
81102,OBJECT_81102,36686,OBJECT_36686,2946.5391,6.1642,0.0014501,0.00047136,0.0002
81102,OBJECT_81102,31737,OBJECT_31737,1019.4927,15.3554,0.0014501,0.0002681,0.0002
81102,OBJECT_81102,38801,OBJECT_38801,1032.1295,14.9426,0.0014501,0.00019428000000000002,0.0001
81102,OBJECT_81102,31898,OBJECT_31898,3804.2595,8.1413,0.0014501,0.0005568600000000001,0.0002
22286,OBJECT_22286,81102,OBJECT_81102,4274.1876,6.5421,0.00011234,0.0014501,0.0003
81102,OBJECT_81102,30191,OBJECT_30191,2509.7404,14.6511,0.0014501,0.0010025000000000001,0.0002
81102,OBJECT_81102,34327,OBJECT_34327,4781.7793,11.3445,0.0014501,0.0010148,0.0002
54149,OBJECT_54149,81102,OBJECT_81102,3276.4042,6.2822,0.00015455,0.0014501,0.0003
81102,OBJECT_81102,36695,OBJECT_36695,1716.6179,14.1367,0.0014501,0.00018701000000000001,0.0001
81102,OBJECT_81102,89029,OBJECT_89029,4274.5921,9.2925,0.0014501,0.00041513,0.0002
81102,OBJECT_81102,32176,OBJECT_32176,1995.7783,14.9402,0.0014501,0.0020097,0.0002
22626,OBJECT_22626,81102,OBJECT_81102,855.0574,4.6549,0.00010938000000000001,0.0014501,0.0002
81102,OBJECT_81102,32245,OBJECT_32245,336.0843,6.5605,0.0014501,0.00037992,0.0002
81102,OBJECT_81102,34062,OBJECT_34062,1586.5639,10.7804,0.0014501,0.00097164,0.0002
81102,OBJECT_81102,34301,OBJECT_34301,3523.3212,10.9604,0.0014501,0.0029004000000000005,0.0002
81102,OBJECT_81102,34136,OBJECT_34136,2847.7372,14.9795,0.0014501,0.00024053,0.0002
81102,OBJECT_81102,30018,OBJECT_30018,2704.8151,13.0699,0.0014501,0.00058874,0.0002
81102,OBJECT_81102,35594,OBJECT_35594,1877.9078,12.8307,0.0014501,0.00075906,0.0002
81102,OBJECT_81102,36203,OBJECT_36203,3330.133,14.7271,0.0014501,0.0005947400000000001,0.0002
81102,OBJECT_81102,37126,OBJECT_37126,401.2908,12.8854,0.0014501,9.3708e-05,0.0001
81102,OBJECT_81102,37487,OBJECT_37487,190.7104,7.5105,0.0014501,0.0024025,0.0002
81102,OBJECT_81102,31058,OBJECT_31058,1541.4837,15.1345,0.0014501,0.0006658100000000001,0.0002
81102,OBJECT_81102,33618,OBJECT_33618,609.2435,13.6804,0.0014501,0.0005874000000000001,0.0002
22236,OBJECT_22236,81102,OBJECT_81102,3272.9816,6.7103,0.00010388,0.0014501,0.0002
81102,OBJECT_81102,38212,OBJECT_38212,1293.7638,13.0973,0.0014501,0.00017764,0.0002
81102,OBJECT_81102,29832,OBJECT_29832,1297.6111,12.3399,0.0014501,0.00011854000000000001,0.0001
81102,OBJECT_81102,30290,OBJECT_30290,1938.6641,7.7918,0.0014501,0.0033936,0.0002
81102,OBJECT_81102,31087,OBJECT_31087,879.6212,15.3949,0.0014501,0.00029503,0.0002
81102,OBJECT_81102,31910,OBJECT_31910,565.384,15.1913,0.0014501,0.00069018,0.0002
81102,OBJECT_81102,30125,OBJECT_30125,393.0993,13.5087,0.0014501,0.00027999000000000003,0.0002
81102,OBJECT_81102,31537,OBJECT_31537,2056.6701,9.1853,0.0014501,0.0011271,0.0002
81102,OBJECT_81102,32150,OBJECT_32150,1086.8718,14.6775,0.0014501,0.00010672,0.0001
81102,OBJECT_81102,82875,OBJECT_82875,908.5401,13.7011,0.0014501,6.9112e-05,0.0001
81102,OBJECT_81102,41003,OBJECT_41003,3589.326,13.0045,0.0014501,0.0028066000000000002,0.0002
81102,OBJECT_81102,29816,OBJECT_29816,1323.3415,6.9049,0.0014501,0.00052169,0.0002
81102,OBJECT_81102,30716,OBJECT_30716,1796.6503,7.2682,0.0014501,0.0024131,0.0002
81102,OBJECT_81102,31269,OBJECT_31269,2048.4644,7.3552,0.0014501,0.0007747699999999999,0.0002
81102,OBJECT_81102,29887,OBJECT_29887,366.5926,13.7262,0.0014501,0.00022145999999999998,0.0002
81102,OBJECT_81102,33999,OBJECT_33999,3307.4705,5.8299,0.0014501,0.0006832200000000001,0.0002
31598,OBJECT_31598,81102,OBJECT_81102,4140.502,8.3855,0.00020045,0.0014501,0.0002
81102,OBJECT_81102,34909,OBJECT_34909,1332.3883,13.1206,0.0014501,0.00022028,0.0002
81102,OBJECT_81102,32123,OBJECT_32123,3191.1024,8.0162,0.0014501,0.00016105,0.0001
81102,OBJECT_81102,82494,OBJECT_82494,3112.3996,14.0104,0.0014501,0.0014537,0.0002
81102,OBJECT_81102,30038,OBJECT_30038,1307.4136,14.6378,0.0014501,0.0002661,0.0002
3669,OBJECT_03669,81102,OBJECT_81102,1362.1022,5.7796,8.319600000000001e-05,0.0014501,0.0002
81102,OBJECT_81102,31883,OBJECT_31883,1046.0419,11.6715,0.0014501,0.00069931,0.0002
81102,OBJECT_81102,31914,OBJECT_31914,1172.6424,6.7094,0.0014501,0.00014259,0.0001
81102,OBJECT_81102,30804,OBJECT_30804,903.5594,14.4603,0.0014501,0.00036108,0.0002
81102,OBJECT_81102,37925,OBJECT_37925,1162.3793,8.2256,0.0014501,0.0011457000000000001,0.0002
81102,OBJECT_81102,82912,OBJECT_82912,741.8585,11.3694,0.0014501,0.0010152,0.0002
81102,OBJECT_81102,35442,OBJECT_35442,1662.706,12.5636,0.0014501,0.0013392000000000002,0.0002
81102,OBJECT_81102,89184,OBJECT_89184,3486.3013,7.9016,0.0014501,0.0023577999999999997,0.0002
81102,OBJECT_81102,40796,OBJECT_40796,3773.5551,10.5636,0.0014501,0.00042996,0.0002
81102,OBJECT_81102,31720,OBJECT_31720,2407.8308,11.1489,0.0014501,0.00079449,0.0002
81102,OBJECT_81102,33960,OBJECT_33960,2618.6775,10.4364,0.0014501,0.001164,0.0002
39358,OBJECT_39358,81102,OBJECT_81102,1052.3567,13.6217,8.083e-06,0.0014501,0.0002
81102,OBJECT_81102,32331,OBJECT_32331,428.3767,15.4896,0.0014501,0.0036977,0.0002
81102,OBJECT_81102,38208,OBJECT_38208,2611.6844,14.5584,0.0014501,0.0014809,0.0002
11267,OBJECT_11267,81102,OBJECT_81102,1807.0471,14.2143,3.4513e-05,0.0014501,0.0002
81102,OBJECT_81102,32153,OBJECT_32153,188.3939,6.5945,0.0014501,0.00014904,0.0001
81102,OBJECT_81102,38001,OBJECT_38001,4483.3831,13.1872,0.0014501,0.0005251,0.0002
81102,OBJECT_81102,30028,OBJECT_30028,444.1674,14.506,0.0014501,0.00019593,0.0001
81102,OBJECT_81102,38722,OBJECT_38722,406.1158,11.7479,0.0014501,0.00083989,0.0002
81102,OBJECT_81102,31746,OBJECT_31746,5296.1576,12.6816,0.0014501,0.0027335,0.0002
81102,OBJECT_81102,31715,OBJECT_31715,1240.8195,6.2915,0.0014501,0.0005969,0.0002
81102,OBJECT_81102,29821,OBJECT_29821,802.0493,14.391,0.0014501,0.0006133600000000001,0.0002
81102,OBJECT_81102,29982,OBJECT_29982,1090.5612,6.3111,0.0014501,0.00027445999999999997,0.0002
81102,OBJECT_81102,82381,OBJECT_82381,2879.8089,7.4201,0.0014501,0.0015654000000000002,0.0002
81102,OBJECT_81102,37432,OBJECT_37432,920.727,15.3023,0.0014501,0.00030466,0.0002
81102,OBJECT_81102,30232,OBJECT_30232,1338.5028,7.0174,0.0014501,0.00034132000000000005,0.0002
81102,OBJECT_81102,35650,OBJECT_35650,397.2751,13.6729,0.0014501,0.0012844,0.0002
11672,OBJECT_11672,81102,OBJECT_81102,2899.2166,7.1273,4.2347000000000006e-05,0.0014501,0.0002
81102,OBJECT_81102,35587,OBJECT_35587,1328.8852,13.5377,0.0014501,0.00011240000000000001,0.0001
81102,OBJECT_81102,31810,OBJECT_31810,832.9413,15.6222,0.0014501,0.00049228,0.0002
81102,OBJECT_81102,31821,OBJECT_31821,1942.4192,6.0496,0.0014501,0.0027747,0.0002
81102,OBJECT_81102,37042,OBJECT_37042,3986.9066,12.4733,0.0014501,0.0016295,0.0002
81102,OBJECT_81102,39110,OBJECT_39110,2052.4397,14.5293,0.0014501,0.00011712,0.0001
81102,OBJECT_81102,31296,OBJECT_31296,4099.321,13.2816,0.0014501,0.0042458,0.0002
81102,OBJECT_81102,38122,OBJECT_38122,1420.8063,15.1389,0.0014501,0.0003214,0.0002
81102,OBJECT_81102,87071,OBJECT_87071,1362.9684,13.0989,0.0014501,0.00126,0.0002
81102,OBJECT_81102,35445,OBJECT_35445,2217.685,9.2424,0.0014501,0.00054509,0.0002
81102,OBJECT_81102,38055,OBJECT_38055,5016.3865,7.2501,0.0014501,0.00030423,0.0002
81102,OBJECT_81102,34729,OBJECT_34729,1740.3984,12.7143,0.0014501,0.0010686,0.0002
81102,OBJECT_81102,39583,OBJECT_39583,1084.8773,4.0321,0.0014501,0.0007481600000000001,0.0001
81102,OBJECT_81102,87624,OBJECT_87624,3609.5342,12.1908,0.0014501,0.00038584000000000003,0.0002
81102,OBJECT_81102,30016,OBJECT_30016,1096.2453,14.8158,0.0014501,0.0011022,0.0002
81102,OBJECT_81102,34979,OBJECT_34979,4667.4071,4.2302,0.0014501,0.00060309,0.0001
81102,OBJECT_81102,33678,OBJECT_33678,570.8318,14.2212,0.0014501,0.00024124000000000001,0.0002
81102,OBJECT_81102,34815,OBJECT_34815,2952.2632,4.6514,0.0014501,0.0005749800000000001,0.0001
37731,OBJECT_37731,81102,OBJECT_81102,1388.3987,11.8016,9.9745e-05,0.0014501,0.0002
81102,OBJECT_81102,34681,OBJECT_34681,5437.3962,7.1249,0.0014501,0.00073189,0.0002
81102,OBJECT_81102,31492,OBJECT_31492,333.4106,7.4287,0.0014501,0.0017878,0.0002
81102,OBJECT_81102,40802,OBJECT_40802,2558.1023,10.6537,0.0014501,0.00034914,0.0002
81102,OBJECT_81102,34323,OBJECT_34323,689.4317,11.6738,0.0014501,0.001013,0.0002
81102,OBJECT_81102,35488,OBJECT_35488,3563.9831,11.9925,0.0014501,0.00094727,0.0002
81102,OBJECT_81102,35169,OBJECT_35169,3267.3096,9.8569,0.0014501,0.00028393,0.0002
81102,OBJECT_81102,31168,OBJECT_31168,3362.0856,10.409,0.0014501,0.00030144,0.0002
81102,OBJECT_81102,34079,OBJECT_34079,672.0221,14.9525,0.0014501,0.00092297,0.0002
81102,OBJECT_81102,32114,OBJECT_32114,405.1499,8.4949,0.0014501,0.00092161,0.0002
81102,OBJECT_81102,31443,OBJECT_31443,436.6097,12.3398,0.0014501,0.00089619,0.0002
81102,OBJECT_81102,32432,OBJECT_32432,243.5062,15.4348,0.0014501,0.00043628,0.0002
81102,OBJECT_81102,36622,OBJECT_36622,981.9216,10.1764,0.0014501,0.00045117000000000003,0.0002
81102,OBJECT_81102,38789,OBJECT_38789,1308.3908,7.9545,0.0014501,0.00064012,0.0002
81102,OBJECT_81102,34854,OBJECT_34854,3568.9624,9.258,0.0014501,0.00042747000000000005,0.0002
81102,OBJECT_81102,34949,OBJECT_34949,992.3169,12.2456,0.0014501,0.00018737000000000002,0.0001
81102,OBJECT_81102,34696,OBJECT_34696,1265.0715,14.7251,0.0014501,0.0029939,0.0002
81102,OBJECT_81102,34420,OBJECT_34420,955.8765,12.2267,0.0014501,7.909500000000001e-05,0.0001
81102,OBJECT_81102,35025,OBJECT_35025,523.5043,13.7055,0.0014501,0.00021052,0.0002
81102,OBJECT_81102,31218,OBJECT_31218,1315.7468,11.6798,0.0014501,0.0036227,0.0002
81102,OBJECT_81102,30884,OBJECT_30884,1769.7443,15.3614,0.0014501,0.00088567,0.0002
81102,OBJECT_81102,32221,OBJECT_32221,1474.4419,9.7429,0.0014501,0.00018416,0.0001
81102,OBJECT_81102,35797,OBJECT_35797,1477.311,13.4164,0.0014501,0.0012136,0.0002
81102,OBJECT_81102,33799,OBJECT_33799,1735.7712,12.8405,0.0014501,0.0011915,0.0002
81102,OBJECT_81102,36557,OBJECT_36557,742.7238,11.8624,0.0014501,0.0012789000000000001,0.0002
81102,OBJECT_81102,31563,OBJECT_31563,689.0774,8.4411,0.0014501,0.00027651,0.0002
13553,OBJECT_13553,81102,OBJECT_81102,4123.8355,11.8082,3.9108e-05,0.0014501,0.0002
81102,OBJECT_81102,32409,OBJECT_32409,2641.283,6.5392,0.0014501,0.0005868900000000001,0.0002
81102,OBJECT_81102,31035,OBJECT_31035,1703.1883,13.0201,0.0014501,0.0011532,0.0002
81102,OBJECT_81102,29872,OBJECT_29872,634.4504,15.3466,0.0014501,0.0002524,0.0002
81102,OBJECT_81102,37320,OBJECT_37320,1642.7705,4.3955,0.0014501,0.00057787,0.0001
81102,OBJECT_81102,85151,OBJECT_85151,1705.3258,6.296,0.0014501,0.0020544,0.0002
81102,OBJECT_81102,30364,OBJECT_30364,1050.7902,7.5699,0.0014501,0.0012102,0.0002
81102,OBJECT_81102,30982,OBJECT_30982,750.4264,14.4415,0.0014501,0.00011636,0.0001
81102,OBJECT_81102,29841,OBJECT_29841,1924.325,13.0462,0.0014501,0.0002206,0.0002
16792,OBJECT_16792,81102,OBJECT_81102,1482.5323,14.8954,3.0566e-05,0.0014501,0.0001
81102,OBJECT_81102,32459,OBJECT_32459,1265.8939,15.4566,0.0014501,0.00031274000000000004,0.0002
81102,OBJECT_81102,29904,OBJECT_29904,1320.8191,14.2305,0.0014501,0.00015734,0.0001
81102,OBJECT_81102,34412,OBJECT_34412,848.5553,12.0105,0.0014501,0.00042176000000000003,0.0002
15945,OBJECT_15945,81102,OBJECT_81102,3162.1748,14.1195,4.0135e-05,0.0014501,0.0002
17567,OBJECT_17567,81102,OBJECT_81102,2090.9821,13.2362,3.1280000000000005e-05,0.0014501,0.0002
81102,OBJECT_81102,37546,OBJECT_37546,2375.6354,13.243,0.0014501,0.0012998999999999999,0.0002
81102,OBJECT_81102,89132,OBJECT_89132,759.1053,4.268,0.0014501,-2.6864e-05,0.0
81102,OBJECT_81102,37061,OBJECT_37061,1241.0384,15.343,0.0014501,0.00081429,0.0002
81102,OBJECT_81102,31768,OBJECT_31768,1573.9755,13.0742,0.0014501,0.0018956,0.0002
81102,OBJECT_81102,47069,OBJECT_47069,3113.8311,13.4403,0.0014501,0.0010091,0.0002
81102,OBJECT_81102,30380,OBJECT_30380,1337.672,14.15,0.0014501,0.0002188,0.0002
81102,OBJECT_81102,35616,OBJECT_35616,496.45,14.2407,0.0014501,0.0011488,0.0002
18153,OBJECT_18153,81102,OBJECT_81102,1210.8436,11.2916,3.7286e-05,0.0014501,0.0002
14820,OBJECT_14820,81102,OBJECT_81102,4322.866,5.6402,3.1372000000000004e-05,0.0014501,0.0001
81102,OBJECT_81102,33825,OBJECT_33825,439.0804,14.2339,0.0014501,0.0006364,0.0002
81102,OBJECT_81102,37132,OBJECT_37132,4164.8542,5.2933,0.0014501,0.00039879,0.0001
19574,OBJECT_19574,81102,OBJECT_81102,503.5004,14.593,3.0939e-05,0.0014501,0.0001
16882,OBJECT_16882,81102,OBJECT_81102,1118.7315,12.6614,3.8179e-05,0.0014501,0.0002
81102,OBJECT_81102,31531,OBJECT_31531,529.8589,14.8125,0.0014501,0.00020503,0.0002
81102,OBJECT_81102,35979,OBJECT_35979,4924.9287,3.3132,0.0014501,0.00043761,0.0
81102,OBJECT_81102,36657,OBJECT_36657,786.1163,7.7444,0.0014501,0.00028877000000000004,0.0002
81102,OBJECT_81102,31903,OBJECT_31903,305.6471,15.7689,0.0014501,0.00041115000000000005,0.0002
81102,OBJECT_81102,33663,OBJECT_33663,842.1997,15.7155,0.0014501,0.0037446000000000003,0.0002
81102,OBJECT_81102,34823,OBJECT_34823,1200.8965,12.0509,0.0014501,0.0001949,0.0001
81102,OBJECT_81102,35915,OBJECT_35915,916.7432,14.0768,0.0014501,0.00075501,0.0002
18749,OBJECT_18749,81102,OBJECT_81102,2560.3464,8.5079,3.7467e-05,0.0014501,0.0002
81102,OBJECT_81102,34115,OBJECT_34115,4920.826,3.3514,0.0014501,0.00058502,0.0
81102,OBJECT_81102,31444,OBJECT_31444,253.574,13.298,0.0014501,0.0012439,0.0002
81102,OBJECT_81102,31879,OBJECT_31879,2543.2859,10.0328,0.0014501,0.0003121,0.0002
81102,OBJECT_81102,34976,OBJECT_34976,183.0061,8.7874,0.0014501,0.0007055700000000001,0.0002
81102,OBJECT_81102,37595,OBJECT_37595,1680.1958,7.2205,0.0014501,0.0036804,0.0002
17912,OBJECT_17912,81102,OBJECT_81102,5351.4878,9.8117,3.5381000000000006e-05,0.0014501,0.0002
81102,OBJECT_81102,35290,OBJECT_35290,2476.898,13.6072,0.0014501,0.0010701,0.0002
81102,OBJECT_81102,30596,OBJECT_30596,1796.1134,14.8722,0.0014501,0.00011182000000000001,0.0001
81102,OBJECT_81102,30521,OBJECT_30521,570.446,10.0538,0.0014501,0.0005028599999999999,0.0002
81102,OBJECT_81102,31779,OBJECT_31779,338.3493,11.3696,0.0014501,0.00012581999999999998,0.0001
81102,OBJECT_81102,35234,OBJECT_35234,347.6551,15.58,0.0014501,0.00066545,0.0002
81102,OBJECT_81102,31165,OBJECT_31165,2215.2501,14.9394,0.0014501,0.00073711,0.0002
81102,OBJECT_81102,29836,OBJECT_29836,762.5651,14.1256,0.0014501,0.00041524,0.0002
81102,OBJECT_81102,85023,OBJECT_85023,1628.9606,14.8791,0.0014501,0.0033734,0.0002
81102,OBJECT_81102,30619,OBJECT_30619,1102.3064,15.7772,0.0014501,0.00025508,0.0002
81102,OBJECT_81102,33836,OBJECT_33836,1318.6951,3.8788,0.0014501,0.00068853,0.0001
81102,OBJECT_81102,37018,OBJECT_37018,1214.3921,6.2909,0.0014501,0.0011597,0.0002
81102,OBJECT_81102,36218,OBJECT_36218,1054.8866,6.8075,0.0014501,0.0005601800000000001,0.0002
81102,OBJECT_81102,30036,OBJECT_30036,721.9477,15.6417,0.0014501,0.00026447,0.0002
81102,OBJECT_81102,37707,OBJECT_37707,1236.9398,14.3343,0.0014501,0.00030031999999999997,0.0002
81102,OBJECT_81102,30481,OBJECT_30481,685.9804,15.3548,0.0014501,0.00019987,0.0001
81102,OBJECT_81102,31356,OBJECT_31356,2290.9345,11.1698,0.0014501,0.0014086,0.0002
81102,OBJECT_81102,87706,OBJECT_87706,4380.6875,7.8083,0.0014501,0.00045814,0.0002
81102,OBJECT_81102,33830,OBJECT_33830,937.804,3.2854,0.0014501,0.00050052,0.0
81102,OBJECT_81102,31966,OBJECT_31966,3959.8222,9.3534,0.0014501,0.00072615,0.0002
81102,OBJECT_81102,31297,OBJECT_31297,502.0849,10.0997,0.0014501,0.00018181,0.0001
81102,OBJECT_81102,31625,OBJECT_31625,564.8301,13.3459,0.0014501,7.7812e-05,0.0001
81102,OBJECT_81102,89005,OBJECT_89005,1800.8905,8.9267,0.0014501,0.00025965,0.0002
81102,OBJECT_81102,29926,OBJECT_29926,1011.507,13.7404,0.0014501,0.00013448,0.0001
20466,OBJECT_20466,81102,OBJECT_81102,1020.4476,4.6395,3.0591000000000006e-05,0.0014501,0.0001
81102,OBJECT_81102,31541,OBJECT_31541,1117.6084,9.0413,0.0014501,0.00070466,0.0002
81102,OBJECT_81102,34070,OBJECT_34070,1364.0169,12.4182,0.0014501,0.0014996999999999999,0.0002
81102,OBJECT_81102,34574,OBJECT_34574,487.6032,14.0433,0.0014501,0.00051761,0.0002
25977,OBJECT_25977,81102,OBJECT_81102,4983.5795,10.6045,0.00012231,0.0014501,0.0003
81102,OBJECT_81102,32340,OBJECT_32340,868.9401,15.6851,0.0014501,0.00136,0.0002
81102,OBJECT_81102,35147,OBJECT_35147,3544.9657,13.7794,0.0014501,0.0022007,0.0002
81102,OBJECT_81102,35435,OBJECT_35435,1416.135,12.2683,0.0014501,0.00080072,0.0002
81102,OBJECT_81102,31252,OBJECT_31252,1008.1927,15.4307,0.0014501,0.00025294,0.0002
81102,OBJECT_81102,30721,OBJECT_30721,350.9647,10.2495,0.0014501,0.0020605000000000003,0.0002
81102,OBJECT_81102,31744,OBJECT_31744,1340.0327,12.6118,0.0014501,0.00089656,0.0002
81102,OBJECT_81102,38486,OBJECT_38486,449.12,5.3872,0.0014501,0.0017458000000000003,0.0002
81102,OBJECT_81102,31773,OBJECT_31773,339.0525,15.6878,0.0014501,0.0014895,0.0002
81102,OBJECT_81102,29934,OBJECT_29934,1136.0251,14.4679,0.0014501,0.00060383,0.0002
81102,OBJECT_81102,29927,OBJECT_29927,1756.6336,14.5534,0.0014501,0.0018715000000000001,0.0002
81102,OBJECT_81102,34129,OBJECT_34129,637.6663,11.6495,0.0014501,0.00081559,0.0002
81102,OBJECT_81102,32169,OBJECT_32169,1360.6649,7.1847,0.0014501,0.0028815000000000004,0.0002
81102,OBJECT_81102,35456,OBJECT_35456,2140.562,12.5107,0.0014501,0.0015259000000000002,0.0002
81102,OBJECT_81102,34556,OBJECT_34556,786.4492,11.8538,0.0014501,0.001448,0.0002
81102,OBJECT_81102,33884,OBJECT_33884,2714.2192,14.7216,0.0014501,0.00087896,0.0002
81102,OBJECT_81102,35194,OBJECT_35194,131.2971,13.3618,0.0014501,0.00035552,0.0002
81102,OBJECT_81102,30087,OBJECT_30087,653.6751,15.8078,0.0014501,0.00023596,0.0002
81102,OBJECT_81102,34303,OBJECT_34303,234.2734,8.5183,0.0014501,0.0006408700000000001,0.0002
81102,OBJECT_81102,30569,OBJECT_30569,1123.957,9.5297,0.0014501,0.0024657000000000004,0.0002
81102,OBJECT_81102,87164,OBJECT_87164,1627.1706,12.5267,0.0014501,0.00040677000000000004,0.0002
81102,OBJECT_81102,81371,OBJECT_81371,2223.7623,13.2439,0.0014501,0.00022148000000000003,0.0002
81102,OBJECT_81102,31435,OBJECT_31435,575.1389,7.3512,0.0014501,0.00012001000000000001,0.0001
81102,OBJECT_81102,81624,OBJECT_81624,3269.208,10.7636,0.0014501,0.00044957000000000005,0.0002
81102,OBJECT_81102,30599,OBJECT_30599,782.5275,15.4183,0.0014501,0.0004599,0.0002
81102,OBJECT_81102,38494,OBJECT_38494,2325.9636,11.3974,0.0014501,0.0020729,0.0002
81102,OBJECT_81102,84932,OBJECT_84932,9763.4718,14.4353,0.0014501,-0.0036360999999999997,0.0001
81102,OBJECT_81102,30043,OBJECT_30043,850.4707,13.7058,0.0014501,0.00073119,0.0002
81102,OBJECT_81102,37927,OBJECT_37927,688.6752,9.1494,0.0014501,0.0024411,0.0002
81102,OBJECT_81102,35850,OBJECT_35850,480.4846,14.1521,0.0014501,0.0010637,0.0002
81102,OBJECT_81102,33698,OBJECT_33698,635.1967,15.1644,0.0014501,0.00012883,0.0001
81102,OBJECT_81102,35793,OBJECT_35793,2981.2408,15.0526,0.0014501,0.00098723,0.0002
81102,OBJECT_81102,30815,OBJECT_30815,5354.0522,5.875,0.0014501,0.0023156,0.0002
81102,OBJECT_81102,31175,OBJECT_31175,1546.4617,15.4074,0.0014501,0.0036351,0.0002
81102,OBJECT_81102,30553,OBJECT_30553,3982.6361,13.2408,0.0014501,0.0018812000000000002,0.0002
